2025-02-25T00:55:48,23943,GET /rate/the+fixer+1968=2
2025-02-25T00:55:51,57063,GET /rate/why+we+fight+the+battle+of+russia+1943=4
2025-02-25T00:55:51,124865,GET /rate/all+the+rage+1999=3
2025-02-25T00:55:51,63179,GET /rate/the+matrix+1999=4
2025-02-25T00:55:53,119849,GET /rate/inception+2010=4
2025-02-25T00:55:53,54169,GET /rate/snow+white+and+the+seven+dwarfs+1937=4
2025-02-25T00:55:54,88534,GET /rate/maleficent+2014=3
2025-02-25T00:55:54,21560,GET /rate/beetlejuice+1988=3
2025-02-25T00:55:55,77572,GET /rate/the+man+who+planted+trees+1987=3
2025-02-25T00:55:57,45869,GET /rate/kidnapped+2010=4
2025-02-25T00:55:58,52167,GET /rate/alice+in+wonderland+2010=3
2025-02-25T00:56:01,51841,GET /rate/the+strawberry+blonde+1941=4
2025-02-25T00:56:01,70076,GET /rate/krrish+3+2013=4
2025-02-25T00:56:01,30123,GET /rate/hairspray+2007=3
2025-02-25T00:56:03,49204,GET /rate/seabiscuit+2003=3
2025-02-25T00:56:03,4873,GET /rate/endurance+1999=4
2025-02-25T00:56:04,945,GET /rate/the+deep+2012=3
2025-02-25T00:56:04,18297,GET /rate/my+neighbor+totoro+1988=4
2025-02-25T00:56:14,51240,GET /rate/the+new+country+2000=3
2025-02-25T00:56:15,105900,GET /rate/whiplash+2014=5
2025-02-25T00:56:15,62836,GET /rate/castle+in+the+sky+1986=4
2025-02-25T00:56:17,34038,GET /rate/broadcast+news+1987=4
2025-02-25T00:56:24,86701,GET /rate/sometime+in+august+2009=3
2025-02-25T00:56:25,65398,GET /rate/dr.+akagi+1998=3
2025-02-25T00:56:25,36352,GET /rate/inception+2010=4
2025-02-25T00:56:27,56314,GET /rate/the+legend+of+1900+1998=4
2025-02-25T00:56:28,96445,GET /rate/rio+bravo+1959=3
2025-02-25T00:56:28,73943,GET /rate/a+summer+in+st.+tropez+1983=4
2025-02-25T00:56:29,100078,GET /rate/either+way+2011=3
2025-02-25T00:56:33,102200,GET /rate/all+for+the+winner+1990=3
2025-02-25T00:56:37,37468,GET /rate/reservoir+dogs+1992=5
2025-02-25T00:56:37,53867,GET /rate/dumbo+1941=4
2025-02-25T00:56:38,16925,GET /rate/23+1998=3
2025-02-25T00:56:39,69368,GET /rate/louise-michel+2008=3
2025-02-25T00:56:40,67165,GET /rate/morocco+1930=3
2025-02-25T00:56:40,28485,GET /rate/the+fifth+element+1997=4
2025-02-25T00:56:42,99710,GET /rate/joyeux+nol+2005=3
2025-02-25T00:56:42,7337,GET /rate/breakin+all+the+rules+2004=3
2025-02-25T00:56:44,40078,GET /rate/the+jungle+book+1967=5
2025-02-25T00:56:46,4810,GET /rate/pretty+poison+1968=3
2025-02-25T00:56:47,75009,GET /rate/the+amazing+spider-man+2012=5
2025-02-25T00:56:50,15287,GET /rate/the+quarry+1998=3
2025-02-25T00:56:50,115147,GET /rate/jim+gaffigan+mr.+universe+2012=3
2025-02-25T00:56:52,75481,GET /rate/the+green+ray+1986=4
2025-02-25T00:56:56,18556,GET /rate/creature+comforts+1989=5
2025-02-25T00:56:58,1620,GET /rate/princess+mononoke+1997=5
2025-02-25T00:56:59,106364,GET /rate/asterix+and+the+vikings+2006=4
2025-02-25T00:57:02,71385,GET /rate/melinda+and+melinda+2004=3
2025-02-25T00:57:02,76226,GET /rate/star+wars+episode+iii+-+revenge+of+the+sith+2005=5
2025-02-25T00:57:03,96114,GET /rate/nausica+of+the+valley+of+the+wind+1984=5
2025-02-25T00:57:07,21012,GET /rate/carmen+comes+home+1951=4
2025-02-25T00:57:07,39400,GET /rate/raging+bull+1980=5
2025-02-25T00:57:08,31648,GET /rate/flight+command+1940=3
2025-02-25T00:57:09,11711,GET /rate/geek+charming+2011=4
2025-02-25T00:57:10,97449,GET /rate/restraint+2008=4
2025-02-25T00:57:11,72446,GET /rate/legionnaire+1998=3
2025-02-25T00:57:13,84358,GET /rate/the+phantom+of+liberty+1974=4
2025-02-25T00:57:14,14501,GET /rate/you+are+the+apple+of+my+eye+2011=4
2025-02-25T00:57:18,101481,GET /rate/before+midnight+2013=3
2025-02-25T00:57:21,47775,GET /rate/the+whole+nine+yards+2000=4
2025-02-25T00:50:27,113255,GET /rate/the+internets+own+boy+the+story+of+aaron+swartz+2014=4
2025-02-25T00:50:30,118802,GET /rate/evil+2003=3
2025-02-25T00:50:31,105440,GET /rate/a+short+film+about+love+1988=3
2025-02-25T00:50:32,68127,GET /rate/walter+defends+sarajevo+1972=4
2025-02-25T00:50:35,20886,GET /rate/something+like+happiness+2005=4
2025-02-25T00:50:40,63614,GET /rate/funny+bones+1995=4
2025-02-25T00:50:41,19125,GET /rate/the+princess+and+the+frog+2009=3
2025-02-25T00:50:44,80727,GET /rate/the+house+of+small+cubes+2008=4
2025-02-25T00:50:48,44397,GET /rate/bread_+love+and+dreams+1953=4
2025-02-25T00:50:52,65024,GET /rate/don+jon+2013=3
2025-02-25T00:50:53,76679,GET /rate/summer+in+berlin+2005=3
2025-02-25T00:50:54,25803,GET /rate/despicable+me+2+2013=4
2025-02-25T00:50:54,23969,GET /rate/downfall+2004=5
2025-02-25T00:50:55,63345,GET /rate/confessions+of+a+dangerous+mind+2002=4
2025-02-25T00:50:57,93344,GET /rate/the+firm+1993=4
2025-02-25T00:50:58,67292,GET /rate/the+phantom+2009=3
2025-02-25T00:51:01,54634,GET /rate/star+wars+1977=5
2025-02-25T00:51:01,31655,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=3
2025-02-25T00:51:06,69940,GET /rate/71+2014=5
2025-02-25T00:51:06,33756,GET /rate/forrest+gump+1994=5
2025-02-25T00:51:07,99974,GET /rate/buried+alive+1990=3
2025-02-25T00:51:08,42730,GET /rate/ice+castles+2010=4
2025-02-25T00:51:08,1892,GET /rate/ice+age+continental+drift+2012=3
2025-02-25T00:51:09,74692,GET /rate/anchors+aweigh+1945=4
2025-02-25T00:51:11,63030,GET /rate/side+by+side+2012=4
2025-02-25T00:51:11,117520,GET /rate/brazil+1985=4
2025-02-25T00:51:13,68287,GET /rate/queen+christina+1933=4
2025-02-25T00:51:15,118139,GET /rate/marriage+italian+style+1964=3
2025-02-25T00:51:15,123760,GET /rate/to.get.her+2011=3
2025-02-25T00:51:15,71997,GET /rate/interstellar+2014=4
2025-02-25T00:51:18,89984,GET /rate/the+imitation+game+2014=4
2025-02-25T00:51:19,30388,GET /rate/a+story+of+yonosuke+2013=2
2025-02-25T00:51:23,48129,GET /rate/one+flew+over+the+cuckoos+nest+1975=4
2025-02-25T00:51:23,2879,GET /rate/bill+burr+why+do+i+do+this+2008=4
2025-02-25T00:51:23,116032,GET /rate/castle+in+the+sky+1986=4
2025-02-25T00:51:23,111864,GET /rate/raiders+of+the+lost+ark+1981=4
2025-02-25T00:51:24,9266,GET /rate/station+west+1948=4
2025-02-25T00:51:27,12345,GET /rate/the+housemaid+1960=5
2025-02-25T00:51:28,71809,GET /rate/africa+texas+style+1967=4
2025-02-25T00:51:29,51921,GET /rate/the+trial+1962=5
2025-02-25T00:51:30,109707,GET /rate/travelling+salesman+2012=3
2025-02-25T00:51:31,47061,GET /rate/nausica+of+the+valley+of+the+wind+1984=3
2025-02-25T00:51:34,74736,GET /rate/how+to+train+your+dragon+2+2014=4
2025-02-25T00:51:35,72048,GET /rate/americano+2011=3
2025-02-25T00:51:36,60333,GET /rate/wake+in+fright+1971=4
2025-02-25T00:51:37,11810,GET /rate/notting+hill+1999=3
2025-02-25T00:51:40,90724,GET /rate/anaconda+1997=4
2025-02-25T00:51:40,115402,GET /rate/the+last+temptation+of+christ+1988=4
2025-02-25T00:51:41,7194,GET /rate/the+actress_+the+dollars+and+the+transylvanians+1978=5
2025-02-25T00:51:42,24546,GET /rate/captain+kronos+vampire+hunter+1974=4
2025-02-25T00:51:43,42629,GET /rate/the+lord+of+the+rings+the+return+of+the+king+2003=4
2025-02-25T00:51:46,70202,GET /rate/cold+mountain+2003=3
2025-02-25T00:51:48,52158,GET /rate/interstellar+2014=4
2025-02-25T00:51:48,6190,GET /rate/the+time+that+remains+2009=4
2025-02-25T00:51:50,75427,GET /rate/anastasia+1997=2
2025-02-25T00:51:51,86546,GET /rate/down+terrace+2009=4
2025-02-25T00:51:52,1532,GET /rate/stanley++iris+1990=3
2025-02-25T00:51:53,114301,GET /rate/pulp+fiction+1994=5
2025-02-25T00:51:53,73120,GET /rate/little+children+2006=4
2025-02-25T00:51:54,39132,GET /rate/the+actress_+the+dollars+and+the+transylvanians+1978=3
2025-02-25T00:51:54,100742,GET /rate/cq+2001=4
2025-02-25T00:52,59259,GET /rate/lawn+dogs+1997=5
2025-02-25T00:52:02,42611,GET /rate/he+ran+all+the+way+1951=4
2025-02-25T00:52:02,117166,GET /rate/antboy+2013=3
2025-02-25T00:52:05,10818,GET /rate/sholay+1975=3
2025-02-25T00:52:05,107704,GET /rate/forever+strong+2008=4
2025-02-25T00:52:07,114801,GET /rate/the+fifth+element+1997=3
